core.externalId,core.name,Parent: Domain,Parent: Subdomain,core.description,core.assetLifecycle,com.infa.ccgf.models.governance.securityClassification,com.infa.ccgf.models.governance.AliasNames,com.infa.ccgf.models.governance.Examples,com.infa.ccgf.models.governance.BusinessLogic,Stakeholder: Admin,Stakeholder: Bank_Details_Owner,Stakeholder: Custom Role - Data Steward,Stakeholder: Governance Administrator,Stakeholder: Governance Owner,Stakeholder: Super Admin,Stakeholder: Bank_Details_Consumer,Stakeholder: test super Stakeholder Role,Stakeholders Type,HierarchicalPath,Operation,core.createdOn,core.createdBy,core.modifiedOn,core.modifiedBy,core.identity,core.location,core.origin
GLOS-917,Total Rewards & Talent Management,,HC COE | GLOS-924,Total Rewards & Talent Management,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Business Glossary/Human Capital Management/HC COE/Total Rewards & Talent Management,Update,"Sep 19, 2024, 06:08:43 AM",infa_admin,"Sep 19, 2024, 06:08:43 AM",infa_admin,0387def2-deb8-4c29-bab3-43dffb836d40,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2/0387def2-deb8-4c29-bab3-43dffb836d40,CDGC
SDOM-34,SD4,DM4 | DOM-32,,bye4,Published,Public,,,,,,,,,"","","",,DM4/SD4,Update,"Mar 04, 2025, 11:59:35 AM",john,"Mar 04, 2025, 11:59:35 AM",john,103f7b9c-98b3-48fd-9332-3cb7322a77a7,CDGC://9c8bbcf7-c2fe-4073-a92f-625f11c2c335/103f7b9c-98b3-48fd-9332-3cb7322a77a7,CDGC
Instructor-subdomain-7,Party Citizenship,,Person | Instructor-subdomain-4,"Citizenship details of a party include citizenship status, effective date, and supporting documents.",Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Person/Party Citizenship,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,231f05e2-a577-4795-ac03-3af6a785a24e,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/231f05e2-a577-4795-ac03-3af6a785a24e,CDGC
SDOM-29,onlinefood,sqlserver | DOM-22,,,Published,,,,,,,Sherin,,,"","","",Assigned,sqlserver/onlinefood,Update,"Feb 02, 2025, 11:35:33 AM",Sherin,"Feb 02, 2025, 11:47:40 AM",Sherin,24358a1b-cb16-4217-9122-b528198aaa2a,CDGC://572bf61d-5dbe-4041-8b75-a258f2e3d8ea/24358a1b-cb16-4217-9122-b528198aaa2a,CDGC
Instructor-subdomain-20,Party Customer Indicator,Party | Instructor-domain-1,,"Customer indicators provide additional information about a party. Customer indicators might be key opinion leader, promoter, detractor, minority-owned, women-owned, locally based, and small business.",Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Party Customer Indicator,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,2e10c520-d2f9-4550-9038-dba0476cd81d,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/2e10c520-d2f9-4550-9038-dba0476cd81d,CDGC
Instructor-subdomain-8,Party Demography,,Person | Instructor-subdomain-4,"A party might be defined through demographic factors, such as ethnicity, income level, age, profession, gender, number of children in the household.",Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Person/Party Demography,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,38105c34-54bc-4e25-af21-de5f93a61903,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/38105c34-54bc-4e25-af21-de5f93a61903,CDGC
SUB-DOMAIN-5,Retail Customers Information,"Customer Experience, Sales & Service | DOMAIN-3",,The Retail Customers information domain,Published,Public,RC,,,,,Selciya,,,"","","",Assigned,"Customer Experience, Sales & Service/Retail Customers Information",Update,"Jan 11, 2025, 08:11:24 AM",Selciya,"Jan 11, 2025, 08:11:24 AM",Selciya,3dab86d5-5fbb-4d6a-9b8b-14af47e69724,CDGC://9601734e-b1ad-44f9-825d-cf19a3fae9b7/3dab86d5-5fbb-4d6a-9b8b-14af47e69724,CDGC
Instructor-subdomain-28,Party Specialization,Party | Instructor-domain-1,,"Area of specialization is helpful to build the professional profile of the party. For example, in the healthcare provider domain, specialization can be ophthalmology, pathology, and psychiatry.",Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Party Specialization,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,4741c347-b833-4618-b66f-be06fa41e516,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/4741c347-b833-4618-b66f-be06fa41e516,CDGC
SDOM-42,SD JG Customer Details,D JG Customer Details | DOM-39,,,Published,Confidential,,,,,,,,,"","","",,D JG Customer Details/SD JG Customer Details,Update,"Mar 11, 2025, 08:06:53 AM",Juli,"Mar 11, 2025, 08:06:53 AM",Juli,5ac4eaa4-1bd4-43dc-a8a0-0c8b1cc262c3,CDGC://9473af0a-7c1d-4fea-b910-f544a026cfaf/5ac4eaa4-1bd4-43dc-a8a0-0c8b1cc262c3,CDGC
SDOM-38,Andrea_Alpha,Test_domain | DOM-36,,,Published,,,,,,,,,Subisha,"","","",Assigned,Test_domain/Andrea_Alpha,Update,"Mar 05, 2025, 06:06:04 AM",Subisha,"Mar 05, 2025, 06:06:08 AM",Subisha,6602a3f3-e8a0-42c8-bc2f-66312c3e667d,CDGC://b81d91db-2ec5-460b-96f3-ca496d731722/6602a3f3-e8a0-42c8-bc2f-66312c3e667d,CDGC
SDOM-37,Andrea_Currency,Currency | DOM-35,,,Published,,,,,,,,,Shefreena,"","","",Assigned,Currency/Andrea_Currency,Update,"Mar 05, 2025, 05:55:56 AM",Shefreena,"Mar 05, 2025, 05:57:55 AM",Shefreena,6cc2325b-6dac-4fb5-9745-9d22f8db79e4,CDGC://13463edd-5b08-4c3d-bb82-abe7282ad3f9/6cc2325b-6dac-4fb5-9745-9d22f8db79e4,CDGC
Instructor-subdomain-31,Party Postal Address,Party | Instructor-domain-1,,"Party Postal Address includes not only one or more Physical Addresses but also additional information such as useage types, start and end dates, etc.",Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Party Postal Address,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,751cf73c-53bf-48ff-b5b8-a45de0ac77e2,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/751cf73c-53bf-48ff-b5b8-a45de0ac77e2,CDGC
SDOM-17,Countries,B2B DWH Rah | DOM-11,,,Published,,Cntry,,,,,,,,"","","",,B2B DWH Rah/Countries,Update,"Oct 14, 2024, 05:15:11 AM",AswathyNagarajan,"Oct 14, 2024, 05:15:11 AM",AswathyNagarajan,75749e65-cffc-45fc-bf02-e6f662b30472,CDGC://90ac7f72-bed2-4bed-b65e-85bce5152123/75749e65-cffc-45fc-bf02-e6f662b30472,CDGC
SDOM-9,DEPARTMENT,Human_resource | DOM-5,,,Published,,DEP,,,,,,,,"","","",Assigned,Human_resource/DEPARTMENT,Update,"Sep 26, 2024, 05:20:55 AM",Deleted,"Sep 26, 2024, 05:20:55 AM",Deleted,780685da-e75b-4fa1-beaf-30944f4b5fcb,CDGC://0359038c-31fb-4e4e-afb5-14c875d22bb1/780685da-e75b-4fa1-beaf-30944f4b5fcb,CDGC
GLOS-915,Hiring & Onboarding,,Talent Acquisition | GLOS-923,Hiring & Onboarding,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Business Glossary/Human Capital Management/Talent Acquisition/Hiring & Onboarding,Update,"Sep 19, 2024, 06:08:43 AM",infa_admin,"Sep 19, 2024, 06:08:43 AM",infa_admin,7ff71694-939d-4427-b51e-95bb8276414e,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/9c4da1a2-fb79-47f4-a0ff-077e35957e9c/7ff71694-939d-4427-b51e-95bb8276414e,CDGC
SDOM-13,Country,CD Employees | DOM-9,,,Published,Internal,Cntry,,,,,anfeezas,AswathyNagarajan,,"","","",Assigned,CD Employees/Country,Update,"Sep 30, 2024, 07:58:03 AM",AswathyNagarajan,"Sep 30, 2024, 07:58:03 AM",AswathyNagarajan,9486327d-9583-4a50-907a-0a13f9a89a2a,CDGC://33628056-fbf3-4498-936c-9aa5e0ebd3d4/9486327d-9583-4a50-907a-0a13f9a89a2a,CDGC
Instructor-subdomain-23,Party Enrichment,Party | Instructor-domain-1,,"You can improve the customer data by integrating with services that provide enrichment data. You can integrate Dun and Bradstreet information for business data enrichment. You can integrate with external services for phone number validation, address cleansing, validation, and standardization.",Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Party Enrichment,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,a8d206ed-e64c-405e-a627-eb3c955ec776,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a8d206ed-e64c-405e-a627-eb3c955ec776,CDGC
GLOS-911,QA & HRSM,,Human Capital Services | GLOS-922,QA & HRSM,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Business Glossary/Human Capital Management/Human Capital Services/QA & HRSM,Update,"Sep 19, 2024, 06:08:43 AM",infa_admin,"Sep 19, 2024, 06:08:43 AM",infa_admin,b08a691f-48fe-4957-86eb-b68a4dbcb1ff,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ffa49b9f-3b59-4031-8da5-091255267c58/b08a691f-48fe-4957-86eb-b68a4dbcb1ff,CDGC
Instructor-subdomain-32,Address Line 1,Postal Address | Instructor-domain-2,,Line 1 of the address.,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Postal Address/Address Line 1,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,b6db0375-01fe-4625-a855-49822433e9d0,CDGC://71a19c09-321a-4359-8a49-e2cfc57c8ee2/b6db0375-01fe-4625-a855-49822433e9d0,CDGC
SUB-DOMAIN-3,Products & Solutions,Product Development & Management | DOMAIN-1,,The Products & Solutions information domain,Published,Public,PS,,,,,Selciya,,,"","","",Assigned,Product Development & Management/Products & Solutions,Update,"Jan 11, 2025, 08:11:24 AM",Selciya,"Jan 11, 2025, 08:11:24 AM",Selciya,bc1df1d8-b64d-4d7e-80d0-e34990559c37,CDGC://4b4ecc83-61f7-42d5-98ad-23749c7faf62/bc1df1d8-b64d-4d7e-80d0-e34990559c37,CDGC
GLOS-924,HC COE,,Human Capital Management | BG-11,HC COE,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Business Glossary/Human Capital Management/HC COE,Update,"Sep 19, 2024, 06:01:51 AM",infa_admin,"Sep 19, 2024, 06:01:51 AM",infa_admin,d7855461-546b-487f-a589-593392eae9b2,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/d7855461-546b-487f-a589-593392eae9b2,CDGC
Instructor-subdomain-1,Organization,Party | Instructor-domain-1,,Organization,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Organization,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,d95abf73-32e9-49c9-b079-207f29e13640,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/d95abf73-32e9-49c9-b079-207f29e13640,CDGC
Instructor-subdomain-18,Party Comment,Party | Instructor-domain-1,,"Comments capture information about a party or a customer. Use comments to communicate extra information, such as the buying pattern of the party or preferences expressed during the on-boarding process.",Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Party Comment,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,da74ec1b-8525-4b2c-8f28-617676f321f9,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/da74ec1b-8525-4b2c-8f28-617676f321f9,CDGC
SUB-DOMAIN-6,Retail Customer Transactions,"Customer Experience, Sales & Service | DOMAIN-3",,The Retail Customer Transactions information,Published,Public,RCT,,,,,,,,"","","",,"Customer Experience, Sales & Service/Retail Customer Transactions",Update,"Jan 11, 2025, 08:11:24 AM",Selciya,"Jan 11, 2025, 08:11:24 AM",Selciya,dfaae345-3bfc-4633-8d17-f1b4dd43d243,CDGC://9601734e-b1ad-44f9-825d-cf19a3fae9b7/dfaae345-3bfc-4633-8d17-f1b4dd43d243,CDGC
GLOS-922,Human Capital Services,,Human Capital Management | BG-11,Human Capital Services,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Business Glossary/Human Capital Management/Human Capital Services,Update,"Sep 19, 2024, 06:01:51 AM",infa_admin,"Sep 19, 2024, 06:01:51 AM",infa_admin,ffa49b9f-3b59-4031-8da5-091255267c58,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ffa49b9f-3b59-4031-8da5-091255267c58,CDGC
Instructor-subdomain-16,Party Availability,Party | Instructor-domain-1,,"Contact points for a party include phone number, electronic address, and postal address. The availability of the party at any given contact point aids the communication with the party.",Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Party Availability,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,05c332ce-5759-4b25-85b0-3446f708d6ac,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/05c332ce-5759-4b25-85b0-3446f708d6ac,CDGC
SDOM-23,Employeee,DEMO | DOM-16,,,Published,,,,,,,,,,"","","",,DEMO/Employeee,Update,"Jan 08, 2025, 01:12:08 PM",AswathyNagarajan,"Jan 08, 2025, 01:12:08 PM",AswathyNagarajan,11b5b926-bc51-45d0-93bc-e7bf0efdb0db,CDGC://5e49a6fe-8571-4a13-8bd8-ef2331d6beef/11b5b926-bc51-45d0-93bc-e7bf0efdb0db,CDGC
Instructor-subdomain-21,Party Documents,Party | Instructor-domain-1,,"A party in the context of the role submits certain documents, such as a bank statement, a salary slip, qualification certificates, proof of age, and proof of residence.",Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Party Documents,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,2acc0e77-d3b5-4196-862e-ad1d03218ef6,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/2acc0e77-d3b5-4196-862e-ad1d03218ef6,CDGC
SDOM-26,SD Customer,,,,Published,,,,,,,beenu,,,"","","",Assigned,SD Customer,Update,"Jan 15, 2025, 12:43:05 PM",RiswinT,"Jan 15, 2025, 12:43:09 PM",RiswinT,2df70b42-c3d2-4a9a-bf86-c5f7be688464,CDGC://2df70b42-c3d2-4a9a-bf86-c5f7be688464,CDGC
Instructor-subdomain-14,Party Alternate Identifier,Party | Instructor-domain-1,,"Alternate identifiers are known identifiers that uniquely identify a party. For an organization, examples of alternate identifiers are tax numbers, D-U-N-S number, or National Provider Identifier (NPI) numbers for healthcare providers. For a person, examples of alternate identifiers are Social Security number, driver's license number, or passport number.",Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Party Alternate Identifier,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,40785fd6-3ff9-44a0-884e-633880603dd2,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/40785fd6-3ff9-44a0-884e-633880603dd2,CDGC
BG-11,Human Capital Management,Business Glossary | BG-00,,Human Capital Management,Published,Public,,,,,,,,,"","","",,Business Glossary/Human Capital Management,Update,"Sep 19, 2024, 05:44:12 AM",infa_admin,"Sep 19, 2024, 05:44:12 AM",infa_admin,455f2e11-79a8-427e-baff-fd14cff2f33e,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e,CDGC
GLOS-1013,IT Operations,,IT & Digitization | GLOS-1012,IT Operations,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Business Glossary/IT & Digitization/IT Operations,Update,"Sep 19, 2024, 06:01:51 AM",infa_admin,"Sep 19, 2024, 06:01:51 AM",infa_admin,46c58726-4ecd-4354-8ba4-78ed8d0656f7,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/56b53872-86cc-421a-a96e-802744fba310/46c58726-4ecd-4354-8ba4-78ed8d0656f7,CDGC
GLOS-914,Employees Relations & Investigations,,Human Capital Services | GLOS-922,Employees Relations & Grievance,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Business Glossary/Human Capital Management/Human Capital Services/Employees Relations & Investigations,Update,"Sep 19, 2024, 06:08:43 AM",infa_admin,"Sep 19, 2024, 06:08:43 AM",infa_admin,4e51954c-5f12-43f6-afb4-f6a07603223e,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/ffa49b9f-3b59-4031-8da5-091255267c58/4e51954c-5f12-43f6-afb4-f6a07603223e,CDGC
SDOM-27,SD Employee,,,,Published,,,,,,,beenu,,,"","","",Assigned,SD Employee,Update,"Jan 15, 2025, 12:46:48 PM",RiswinT,"Jan 15, 2025, 12:46:51 PM",RiswinT,595acf02-263c-4114-9980-6ca4679ba1c2,CDGC://595acf02-263c-4114-9980-6ca4679ba1c2,CDGC
SDOM-2,Department,Human_resource | DOM-2,,,Published,,,,,,,Andrea,Adeno,,"","","",Assigned,Human_resource/Department,Update,"Sep 26, 2024, 04:50:23 AM",Sherin,"Sep 26, 2024, 04:50:23 AM",Sherin,59726ddc-0afa-4e9e-aebd-a6df22666732,CDGC://b824c3be-60ae-4db2-9d47-58a2e2d2e900/59726ddc-0afa-4e9e-aebd-a6df22666732,CDGC
Instructor-subdomain-5,New_Employee,,Person | Instructor-subdomain-4,Employee of your company,Published,,,,,,,,,,"","","",,Party/Person/New_Employee,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,5fcfbcb9-a412-4375-bcf9-37c5dbef0b50,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/5fcfbcb9-a412-4375-bcf9-37c5dbef0b50,CDGC
GLOS-926,HCM Joint Terms - Group 1,,Human Capital Management | BG-11,"This glossary includes all the business terms used by the following departments:
 OD & Manpower Planning 
 Hiring & Onboarding,
Talent Development
Employees Relations & investigations",Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Business Glossary/Human Capital Management/HCM Joint Terms - Group 1,Update,"Sep 19, 2024, 06:01:51 AM",infa_admin,"Sep 19, 2024, 06:01:51 AM",infa_admin,7176ee1b-61c9-40fa-abe4-8b90974a65f9,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/7176ee1b-61c9-40fa-abe4-8b90974a65f9,CDGC
GLOS-909,Systems & Database,,IT Operations | GLOS-1013,Systems & Database,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Business Glossary/IT & Digitization/IT Operations/Systems & Database,Update,"Sep 19, 2024, 06:08:43 AM",infa_admin,"Sep 19, 2024, 06:08:43 AM",infa_admin,72de4ea3-b1ec-4661-9394-7faf0c73da51,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/56b53872-86cc-421a-a96e-802744fba310/46c58726-4ecd-4354-8ba4-78ed8d0656f7/72de4ea3-b1ec-4661-9394-7faf0c73da51,CDGC
SDOM-20,Employee,L_DEMO | DOM-14,,,Published,,,,,,,,,,"","","",,L_DEMO/Employee,Update,"Jan 08, 2025, 10:36:01 AM",Deleted,"Jan 08, 2025, 10:36:01 AM",Deleted,8d23da01-81f1-4539-9be7-aa20d9fc7910,CDGC://3c0b3792-f881-46f6-8946-95d2626c590c/8d23da01-81f1-4539-9be7-aa20d9fc7910,CDGC
GLOS-921,Talent & Performance,,Human Capital Management | BG-11,Talent & Performance,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Business Glossary/Human Capital Management/Talent & Performance,Update,"Sep 19, 2024, 06:01:51 AM",infa_admin,"Sep 19, 2024, 06:01:51 AM",infa_admin,90efae37-5038-47c0-9b26-e0b2d171614c,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/90efae37-5038-47c0-9b26-e0b2d171614c,CDGC
SUB-DOMAIN-4,Transport & Warhousing,Demand Fulfillment | DOMAIN-2,,The Transport & Warhousing information subject,Published,Public,TW,,,,,Selciya,,,"","","",Assigned,Demand Fulfillment/Transport & Warhousing,Update,"Jan 11, 2025, 08:11:24 AM",Selciya,"Jan 11, 2025, 08:11:24 AM",Selciya,91b7b1b1-c80d-4db2-aa61-1049e06e1c17,CDGC://02b1f2a7-3566-4846-b45e-932d6193efa0/91b7b1b1-c80d-4db2-aa61-1049e06e1c17,CDGC
SDOM-41,SDOM_Test,,,,Published,,,,,,,,,,"","","",,SDOM_Test,Update,"Mar 11, 2025, 07:21:46 AM",abish,"Mar 11, 2025, 07:21:46 AM",abish,936c07e7-98ad-4443-b80b-0d6412c0e5ed,CDGC://936c07e7-98ad-4443-b80b-0d6412c0e5ed,CDGC
Instructor-subdomain-4,Person,Party | Instructor-domain-1,,Person,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Person,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,a17e5f8f-7de0-4aa3-badd-2764fdb8d54a,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a,CDGC
SDOM-32,Employees,B2B_DWH_Sa | DOM-25,,,Published,,,,,,,,,,"","","",,B2B_DWH_Sa/Employees,Update,"Mar 03, 2025, 10:32:19 AM",Sanjai,"Mar 03, 2025, 10:32:19 AM",Sanjai,a3ea8246-4df7-45e9-a95b-c1d87013e62b,CDGC://f7f172c4-8f8e-4a44-aa54-119b556f1b5f/a3ea8246-4df7-45e9-a95b-c1d87013e62b,CDGC
Instructor-subdomain-22,Party Electronic Address,Party | Instructor-domain-1,,Electronic addresses are email addresses or web addresses.,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Party Electronic Address,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,b7540c7a-4038-4e02-a9fa-c9f51acf92a7,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/b7540c7a-4038-4e02-a9fa-c9f51acf92a7,CDGC
Instructor-subdomain-2,Party Key Executive,,Organization | Instructor-subdomain-1,"If the party is an organization, the key executives are important people in the organization. Key executives include CEO and CFO.",Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Organization/Party Key Executive,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,bdc0e41e-cbcf-4212-8433-e7c0cd488269,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/d95abf73-32e9-49c9-b079-207f29e13640/bdc0e41e-cbcf-4212-8433-e7c0cd488269,CDGC
Instructor-subdomain-12,Party Segment,,Person | Instructor-subdomain-4,"Segmentation is the categorization of the party based on different factors, such as age, gender, income, spending patterns, and location. You can use the categorization data to target the marketing efforts and provide special pricing or special terms to the parties.",Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Party/Person/Party Segment,Update,"Oct 01, 2024, 08:09:53 AM",infa_admin,"Oct 01, 2024, 08:09:53 AM",infa_admin,bdf82a47-9bc8-4ec4-b330-161e05694242,CDGC://cfefb780-1bc4-431a-8f89-4e05f6acbff2/a17e5f8f-7de0-4aa3-badd-2764fdb8d54a/bdf82a47-9bc8-4ec4-b330-161e05694242,CDGC
SDOM-43,unifi_Employees,domin_unifi_Employees | DOM-40,,,Published,,,,,,,,,godw,"","","",Assigned,domin_unifi_Employees/unifi_Employees,Update,"Mar 12, 2025, 09:32:49 AM",godw,"Mar 12, 2025, 09:32:53 AM",godw,e078e780-d2f6-4f8b-8c7b-cc019c00cb31,CDGC://0f26ab17-a769-4f0c-ad2d-0caffe17e876/e078e780-d2f6-4f8b-8c7b-cc019c00cb31,CDGC
GLOS-1014,Talent Development,,Talent & Performance | GLOS-921,Talent Development,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Business Glossary/Human Capital Management/Talent & Performance/Talent Development,Update,"Sep 19, 2024, 06:08:43 AM",infa_admin,"Sep 19, 2024, 06:08:43 AM",infa_admin,e1c34bf4-1e7e-4dcd-b245-b267c8e96094,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/90efae37-5038-47c0-9b26-e0b2d171614c/e1c34bf4-1e7e-4dcd-b245-b267c8e96094,CDGC
SDOM-21,Customer,D_Demo | DOM-15,,,Published,,,,,,,,,,"","","",,D_Demo/Customer,Update,"Jan 08, 2025, 11:46:42 AM",Jaishar,"Jan 08, 2025, 11:46:42 AM",Jaishar,e8359af0-1c25-4b7e-9712-babfb082d0a5,CDGC://e16f4d29-faef-4617-8edc-b589c3d64d28/e8359af0-1c25-4b7e-9712-babfb082d0a5,CDGC
GLOS-925,Academy,,Human Capital Management | BG-11,Zatca Academy,Published,Public,,,,,,infa_data,infa_admin,,"","","",Assigned,Business Glossary/Human Capital Management/Academy,Update,"Sep 19, 2024, 06:01:51 AM",infa_admin,"Oct 09, 2024, 04:40:55 AM",infa_admin,fd71d28a-1835-4fd5-83b6-cca46b1b6fd7,CDGC://fa01dd64-4797-4056-97a4-0558835b4d43/455f2e11-79a8-427e-baff-fd14cff2f33e/fd71d28a-1835-4fd5-83b6-cca46b1b6fd7,CDGC
